0,1.31028535052401
2,1.30903863072909
4,1.30791775447533
6,1.30679688391253
8,1.30567601331919
10,1.30455514265204
12,1.3034342718079
14,1.30231340053935
15.9999999999999,1.30119252825318
18,1.300071653527
20,1.29895077295022
22,1.29782987834504
24,1.29670895010293
26,1.29558794120717
28,1.29446673892234
30,1.29334507293467
32,1.2922222950939
34,1.29109685128646
36,1.28996501511968
38,1.28881785165431
40,1.28763393752409
42,1.28636190772561
44,1.28487861992741
46,1.28288891747052
48,1.27968571720177
50,1.27357723922853
52,1.26052782489247
54,1.23097924338258
56,1.16267373463883
58,1.0057870135788
60,0.658260694870827
0,1.01606925236412
2,1.01513669885701
4,1.01426023823258
6,1.0133837801504
8,1.0125073220651
10,1.0116308639717
12,1.01075440585806
14,1.00987794769379
15.9999999999999,1.00900148940297
18,1.00812503079576
20,1.00724857139753
22,1.00637211002165
24,1.00549564370142
26,1.00461916501974
28,1.00374265543302
30,1.00286606858011
32,1.00198928855279
34,1.00111202556716
36,1.00023355513054
38,0.999352065931156
40,0.998463029504377
42,0.997555124318218
44,0.996600046196461
46,0.995527037456021
48,0.994159233423336
50,0.992054687660513
52,0.988109954425053
54,0.979575458829282
56,0.959633768123707
58,0.911588374531216
60,0.795762057862407
62,0.524380015564195
0,1.21219621011291
2,1.21105341193921
4,1.21001064110402
6,1.20896787480033
8,1.2079251084898
10,1.20688234216192
12,1.20583957579126
14,1.20479680931514
15.9999999999999,1.20375404257908
18,1.20271127520222
20,1.20166850624577
22,1.2006257333955
24,1.19958295094672
26,1.19854014483695
28,1.19749728040127
30,1.19645427218835
32,1.19541090955494
34,1.19436667325167
36,1.19332028329612
38,1.19226858445802
40,1.19120379895769
42,1.19010675449805
44,1.18893019282185
46,1.18755763580228
48,1.18570205814881
50,1.18265653705827
52,1.17668218198901
54,1.16351500545039
56,1.1327789087814
58,1.05969027555752
60,0.887626551275276
62,0.499753617106624
0,1.62050551138006
2,1.6188757853483
4,1.61747841711686
6,1.61608105940992
8,1.61468370169962
10,1.61328634397972
12,1.61188898623583
14,1.61049162843207
15.9999999999999,1.60909427047883
18,1.60769691215241
20,1.60629955289429
22,1.60490219131007
24,1.60350482391848
26,1.60210744202807
28,1.60071002393969
30,1.5993125154788
32,1.59791478139232
34,1.59651648400518
36,1.59511678027261
38,1.59371356543947
40,1.59230158477004
42,1.59086771940581
44,1.58937921786771
46,1.58775432030858
48,1.58578895397406
50,1.58297394072747
52,1.57804000859132
54,1.56783038565743
56,1.54453860989895
58,1.48913012499567
60,1.35675935521498
62,1.04998041204489
64,0.391635066380543
0,0.65274794823888
2,0.652177746542063
4,0.651614394745464
6,0.651051043258589
8,0.650487691769052
10,0.649924340272804
12,0.649360988759741
14,0.648797637204529
15.9999999999999,0.648234285543678
18,0.647670933618061
20,0.647107581028849
22,0.646544226776434
24,0.645980868355459
26,0.645417499486628
28,0.644854104431847
30,0.644290643746001
32,0.643727018565967
34,0.643162981106568
36,0.642597910332716
38,0.642030249718113
40,0.641456098086597
42,0.640865677853323
44,0.640234483723372
46,0.639501101468486
48,0.638511634229138
50,0.63688054198311
52,0.633642650000058
54,0.626385924620544
56,0.609108803382127
58,0.567039627285263
60,0.464778689254416
62,0.222744359927689
0,1.81757974496469
2,1.81570518810676
4,1.81414439444439
6,1.81258361498651
8,1.81102283551711
10,1.809462056018
12,1.80790127644628
14,1.80634049669707
15.9999999999999,1.80477971651407
18,1.80321893527083
20,1.80165815143625
22,1.80009736126811
24,1.79853655561999
26,1.79697571213699
28,1.795414776181
30,1.79385361421008
32,1.79229189983191
34,1.79072883530557
36,1.78916247086206
38,1.78758804106189
40,1.78599389877177
42,1.78435157801547
44,1.78259151055652
46,1.78054369916753
48,1.77779286428319
50,1.77332528934369
52,1.76467093006398
54,1.74583776033598
56,1.70244480746525
58,1.60085350095077
60,1.36697390221058
