Mes;Dia;Hora;Ta;Global;Difusa
4;7;13;16.05;175;175
4;7;14;16.47;112;112
4;7;15;14.91;78;78
4;7;16;13.1;66;66
4;7;17;13.4;45;45
4;7;18;12.87;73;40
4;8;6;8.58;5;5
4;8;7;9.34;107;96
4;8;8;10.03;353;167
4;8;9;11.15;337;286
4;8;10;12.01;533;355
4;8;11;13.67;415;381
4;8;12;13.75;245;245
4;8;13;13.1;161;161
4;8;14;12.17;117;117
4;8;15;11.74;117;117
4;8;16;11.97;95;95
4;8;17;11.44;51;51
4;8;18;11.14;19;19
4;9;6;12.13;10;10
4;9;7;11.59;125;105
4;9;8;12.02;187;177
4;9;9;13.39;273;258
4;9;10;13.63;643;288
4;9;11;14.27;257;257
4;9;12;15.36;807;288
4;9;13;16.95;480;415
4;9;14;17.5;750;215
4;9;15;15.41;485;311
4;9;16;15.27;194;189
4;9;17;13.88;101;100
4;9;18;12.87;88;35
4;10;6;10.42;5;5
4;10;7;10.73;129;108
4;10;8;11.19;140;139
4;10;9;11.56;424;293
4;10;10;12.79;479;370
4;10;11;13.69;341;332
4;10;12;12.85;503;429
4;10;13;13.83;468;412
4;10;14;14.05;394;360
4;10;15;12.83;122;122
4;10;16;13.36;88;88
4;10;17;12.67;57;57
4;10;18;11.19;24;24
4;11;6;7.35;15;14
4;11;7;7.33;34;34
4;11;8;8.05;142;141
4;11;9;8.1;280;263
4;11;10;8.04;103;103
4;11;11;8.88;269;269
4;11;12;9.65;224;224
4;11;13;11.07;337;331
4;11;14;11.8;638;345
4;11;15;12.33;610;216
4;11;16;12.74;404;212
4;11;17;12.79;289;82
4;11;18;12.38;69;49
4;12;6;2.35;32;20
4;12;7;4.38;224;70
4;12;8;7.6;433;93
4;12;9;9.39;624;105
4;12;10;10.78;783;102
4;12;11;12.05;887;103
4;12;12;13.1;925;113
4;12;13;13.44;909;103
4;12;14;13.41;829;94
4;12;15;13.69;678;114
4;12;16;13.59;490;116
4;12;17;13.29;299;74
4;12;18;12.41;52;47
4;13;6;3.35;36;22
4;13;7;4.7;211;90
4;13;8;7.97;405;142
4;13;9;9.79;562;208
4;13;10;10.92;662;289
4;13;11;11.61;758;309
4;13;12;12.13;494;429
4;13;13;12.77;245;245
4;13;14;13.53;591;379
4;13;15;13.6;615;217
4;13;16;13.38;372;236
4;13;17;13.21;260;124
4;13;18;12.53;98;39
4;14;6;3.36;40;24
4;14;7;5.62;232;73
4;14;8;9.25;442;93
4;14;9;11.1;627;118
4;14;10;12.43;779;127
4;14;11;13.45;809;250
4;14;12;14.46;897;179
4;14;13;15.47;901;132
4;14;14;16.04;822;120
4;14;15;16.46;684;114
4;14;16;16.54;504;103
4;14;17;16.07;297;87
4;14;18;14.98;94;46
4;15;6;5.32;42;26
4;15;7;6.54;228;86
4;15;8;9.03;414;144
4;15;9;11.03;628;125
4;15;10;12.88;787;119
4;15;11;14.56;880;141
4;15;12;15.92;921;143
4;15;13;16.87;884;169
4;15;14;17.52;683;320
4;15;15;17.77;543;295
4;15;16;17.72;368;242
4;15;17;17.51;188;152
4;15;18;16.57;80;54
4;16;6;5.67;45;28
4;16;7;7.73;242;75
4;16;8;12.05;430;129
4;16;9;14.38;622;143
4;16;10;16;761;173
4;16;11;17.31;811;258
4;16;12;18.27;659;434
4;16;13;18.97;858;218
4;16;14;19.28;739;262
4;16;15;19.13;241;239
4;16;16;18.58;463;171
4;16;17;17.96;73;73
4;16;18;16.34;100;47
4;17;6;7.98;45;31
4;17;7;8.22;153;125
4;17;8;8.86;221;203
4;17;9;10.11;460;303
4;17;10;11.21;676;294
4;17;11;12.11;666;402
4;17;12;13.04;827;301
4;17;13;13;606;435
4;17;14;13.18;370;349
4;17;15;12.44;144;144
4;17;16;11.38;193;190
4;17;17;10.48;98;98
4;17;18;9.92;27;27
4;18;6;8.06;61;27
4;18;7;7.91;210;116
4;18;8;8.35;318;224
4;18;9;9.08;439;312
4;18;10;9.06;474;384
4;18;11;9.73;842;224
4;18;12;10.88;956;92
4;18;13;10.97;834;263
4;18;14;11.04;802;178
4;18;15;10.95;93;93
4;18;16;10.34;427;215
4;18;17;10.31;114;113
4;18;18;8.97;102;51
4;19;6;7.51;12;12
4;19;7;8.04;46;46
4;19;8;8.26;92;92
4;19;9;9.09;121;121
4;19;10;10.14;277;275
4;19;11;10.89;226;226
4;19;12;11.67;155;155
4;19;13;13.03;111;111
4;19;14;11.99;205;205
4;19;15;12.4;288;278
4;19;16;12.61;64;64
4;19;17;10.89;208;158
4;19;18;10.19;51;49
4;20;6;5.84;64;33
4;20;7;6.05;176;133
4;20;8;7.02;171;169
4;20;9;7.63;302;283
4;20;10;8.63;278;276
4;20;11;9.69;605;430
4;20;12;11.18;861;270
4;20;13;11.88;563;443
4;20;14;10.85;101;101
4;20;15;10.65;397;334
4;20;16;10.78;298;251
4;20;17;10.96;195;159
4;20;18;10.38;113;50
4;21;6;6.65;63;38
4;21;7;7.3;268;72
4;21;8;8.4;444;143
4;21;9;9.88;667;100
4;21;10;11.15;767;196
4;21;11;12.31;880;177
4;21;12;13.07;868;262
4;21;13;13.56;466;419
4;21;14;14.16;752;266
4;21;15;14.29;693;137
4;21;16;14.62;533;89
4;21;17;14.13;293;120
4;21;18;13.3;119;47
4;22;6;5.34;77;31
4;22;7;6.68;269;80
4;22;8;9.49;486;82
4;22;9;11.14;671;100
4;22;10;12.67;827;93
4;22;11;14.09;904;142
4;22;12;15.38;953;123
4;22;13;16.2;934;112
4;22;14;15.95;840;129
4;22;15;15.76;585;281
4;22;16;15.58;524;109
4;22;17;15.01;329;76
4;22;18;14.21;123;45
4;23;6;7.94;69;41
4;23;7;9.82;186;139
4;23;8;12.52;464;126
4;23;9;14.36;674;99
4;23;10;15.96;826;102
4;23;11;17.15;926;102
4;23;12;18.36;961;113
4;23;13;18.98;932;123
4;23;14;19.4;852;111
4;23;15;19.27;705;122
4;23;16;19.05;533;100
4;23;17;18.33;325;88
4;23;18;17.65;118;54
4;24;6;7.12;73;42
4;24;7;9.95;271;89
4;24;8;14.75;487;97
4;24;9;17.19;645;157
4;24;10;18.95;763;217
4;24;11;20.32;855;234
4;24;12;21.35;830;325
4;24;13;22.12;864;244
4;24;14;22.57;786;229
4;24;15;22.81;651;214
4;24;16;22.8;475;187
4;24;17;22.41;229;165
4;24;18;21.57;89;67
4;25;6;10.44;78;43
4;25;7;13.11;277;88
4;25;8;16.03;480;115
4;25;9;18.19;671;120
4;25;10;19.94;815;137
4;25;11;21.52;913;142
4;25;12;22.84;956;133
4;25;13;23.81;942;112
4;25;14;24.5;857;111
4;25;15;24.85;718;108
4;25;16;24.9;535;105
4;25;17;24.6;327;94
4;25;18;23.52;123;56
4;26;6;10.73;85;42
4;26;7;13.2;287;80
4;26;8;17.02;494;96
4;26;9;19.26;678;113
4;26;10;21.09;832;111
4;26;11;22.74;930;112
4;26;12;24.05;959;134
4;26;13;24.86;925;153
4;26;14;25.34;813;195
4;26;15;25.46;705;137
4;26;16;25.21;511;147
4;26;17;24.68;308;122
4;26;18;23.78;81;69
4;27;6;11.73;72;51
4;27;7;13.91;220;142
4;27;8;17.25;496;102
4;27;9;18.92;502;314
4;27;10;20.36;826;129
4;27;11;22.12;943;92
4;27;12;23;982;91
4;27;13;24.3;952;102
4;27;14;24.88;862;111
4;27;15;24.91;716;123
4;27;16;24.58;532;121
4;27;17;24.16;327;102
4;27;18;23.08;115;67
4;28;6;12.79;75;53
4;28;7;13.7;296;78
4;28;8;14.71;489;121
4;28;9;15.39;337;307
4;28;10;16.42;393;364
4;28;11;16.33;676;423
4;28;12;17.41;969;123
4;28;13;18.34;929;152
4;28;14;18.8;860;121
4;28;15;19.09;718;123
4;28;16;19.01;528;130
4;28;17;18.39;331;100
4;28;18;17.25;130;60
4;29;6;8.02;96;46
4;29;7;8.75;295;86
4;29;8;10.72;500;107
4;29;9;12.24;685;121
4;29;10;13.63;841;111
4;29;11;14.95;938;112
4;29;12;16.04;977;113
4;29;13;16.74;942;133
4;29;14;17.09;867;112
4;29;15;17.11;724;115
4;29;16;16.71;540;116
4;29;17;16.11;336;98
4;29;18;14.99;132;62
4;30;6;7.58;100;47
4;30;7;8.27;302;81
4;30;8;9.72;512;93
4;30;9;11.19;699;100
4;30;10;12.64;853;93
4;30;11;14;951;91
4;30;12;15.08;989;90
4;30;13;15.85;959;101
4;30;14;16.17;869;111
4;30;15;16.55;730;108
4;30;16;14.19;548;106
4;30;17;13.9;342;93
4;30;18;13.61;137;59
5;1;6;10.14;59;52
5;1;7;9.85;160;142
5;1;8;13.65;163;162
5;1;9;14.68;251;247
5;1;10;15.65;370;349
5;1;11;17.09;346;339
5;1;12;17.32;627;458
5;1;13;18.49;512;438
5;1;14;19.21;538;410
5;1;15;19.68;550;317
5;1;16;19.6;303;258
5;1;17;19.28;305;133
5;1;18;18.26;119;72
5;2;6;12.49;101;52
5;2;7;14.09;308;82
5;2;8;16.38;483;146
5;2;9;18.27;673;151
5;2;10;19.84;826;149
5;2;11;21.32;936;126
5;2;12;22.51;994;83
5;2;13;23.35;963;94
5;2;14;23.94;877;96
5;2;15;24.21;726;120
5;2;16;24.09;501;180
5;2;17;23.54;315;132
5;2;18;22.39;142;62
5;3;6;10.32;111;48
5;3;7;13.64;306;90
5;3;8;18.29;508;113
5;3;9;20.92;653;186
5;3;10;22.85;836;132
5;3;11;24.36;937;126
5;3;12;25.63;969;136
5;3;13;26.64;929;165
5;3;14;27.42;878;96
5;3;15;27.9;719;134
5;3;16;28.07;547;116
5;3;17;27.85;332;116
5;3;18;26.72;138;68
5;4;6;15.61;49;47
5;4;7;18.03;292;106
5;4;8;19.9;139;139
5;4;9;21.53;487;328
5;4;10;23.91;326;318
5;4;11;25.76;927;127
5;4;12;26.75;964;128
5;4;13;27.2;949;107
5;4;14;27.02;860;117
5;4;15;26.46;684;181
5;4;16;26.02;535;127
5;4;17;24.8;332;112
5;4;18;23.2;152;55
5;5;6;11.18;43;43
5;5;7;13.61;146;138
5;5;8;15.05;329;259
5;5;9;16.3;632;243
5;5;10;17.54;717;332
5;5;11;18.21;648;452
5;5;12;19.38;802;400
5;5;13;20.26;860;308
5;5;14;21.1;603;418
5;5;15;21.55;749;118
5;5;16;21.45;560;125
5;5;17;20.91;361;98
5;5;18;19.9;156;62
5;6;6;10.46;96;65
5;6;7;12.17;283;132
5;6;8;16.33;356;256
5;6;9;18.09;644;219
5;6;10;19.34;827;173
5;6;11;20.45;941;145
5;6;12;21.37;977;146
5;6;13;22.12;942;164
5;6;14;22.62;840;192
5;6;15;22.73;744;112
5;6;16;22.85;562;111
5;6;17;22.51;358;95
5;6;18;21.63;157;60
5;7;6;14.35;66;60
5;7;7;15.83;200;159
5;7;8;18.2;265;238
5;7;9;19.77;414;336
5;7;10;20.71;690;331
5;7;11;21.92;847;269
5;7;12;24.02;690;447
5;7;13;25.6;767;375
5;7;14;26.62;422;384
5;7;15;27.03;367;330
5;7;16;27.27;316;266
5;7;17;26.11;260;174
5;7;18;24.28;31;31
5;8;6;12.23;97;68
5;8;7;16.05;302;113
5;8;8;17.88;510;124
5;8;9;19.54;692;134
5;8;10;21.25;830;151
5;8;11;22.75;933;137
5;8;12;23.93;942;186
5;8;13;24.69;873;257
5;8;14;25.05;741;312
5;8;15;25.18;617;280
5;8;16;24.9;546;128
5;8;17;24.05;361;89
5;8;18;23.3;156;65
5;9;6;12.65;66;61
5;9;7;15.12;188;159
5;9;8;16.05;97;97
5;9;9;16.72;286;277
5;9;10;17.58;349;337
5;9;11;18.64;810;328
5;9;12;19.2;830;349
5;9;13;19.86;754;395
5;9;14;20.09;844;169
5;9;15;20.11;483;354
5;9;16;19.86;409;265
5;9;17;19.09;95;95
5;9;18;18.07;38;38
5;10;6;9.34;101;71
5;10;7;10.21;238;165
5;10;8;11.5;377;255
5;10;9;12.75;424;343
5;10;10;13.69;370;352
5;10;11;13.82;182;182
5;10;12;14.96;845;345
5;10;13;15.36;446;414
5;10;14;15.9;882;115
5;10;15;16.17;698;194
5;10;16;16.69;379;277
5;10;17;16.29;349;120
5;10;18;16.05;171;56
5;11;6;10.99;12;12
5;11;7;11.86;52;52
5;11;8;12.49;264;240
5;11;9;13.85;407;339
5;11;10;15.41;221;221
5;11;11;15.74;439;408
5;11;12;16.12;353;348
5;11;13;16.34;121;121
5;11;14;16.03;437;394
5;11;15;16.19;300;290
5;11;16;16.43;409;267
5;11;17;16.72;139;137
5;11;18;16.12;17;17
5;12;6;10.74;50;49
5;12;7;12.45;120;118
5;12;8;13.73;203;199
5;12;9;14.33;262;258
5;12;10;15.1;261;261
5;12;11;15.56;221;221
5;12;12;14.55;150;150
5;12;13;13.52;154;154
5;12;14;13.12;95;95
5;12;15;12.72;119;119
5;12;16;12.64;176;176
5;12;17;12.51;95;95
5;12;18;12.65;34;34
5;13;6;10.1;96;75
5;13;7;11.28;262;162
5;13;8;11.79;418;245
5;13;9;13.36;585;296
5;13;10;14.5;689;358
5;13;11;15.35;144;144
5;13;12;16.47;771;420
5;13;13;16.76;465;426
5;13;14;17.34;96;96
5;13;15;17.43;269;266
5;13;16;17.83;176;176
5;13;17;17.63;373;98
5;13;18;17.22;151;84
5;14;6;9.5;39;39
5;14;7;10.26;94;94
5;14;8;10.83;112;112
5;14;9;11.51;271;266
5;14;10;12.46;316;311
5;14;11;13.77;542;454
5;14;12;14.87;652;474
5;14;13;15.73;502;444
5;14;14;16.25;435;395
5;14;15;16.36;274;270
5;14;16;15.88;395;279
5;14;17;15.61;209;182
5;14;18;15.42;37;37
5;15;6;11.23;48;48
5;15;7;12.17;171;156
5;15;8;13.03;346;265
5;15;9;13.83;310;295
5;15;10;15.14;408;376
5;15;11;15.58;810;341
5;15;12;16.01;683;462
5;15;13;16.36;120;120
5;15;14;17.19;78;78
5;15;15;17.1;311;299
5;15;16;17.26;50;50
5;15;17;16.57;43;43
5;15;18;15.96;91;84
5;16;6;11.39;87;75
5;16;7;12.86;308;133
5;16;8;14.18;537;116
5;16;9;15.48;695;161
5;16;10;16.95;833;175
5;16;11;18.07;888;242
5;16;12;18.57;911;264
5;16;13;18.49;913;221
5;16;14;19.01;456;404
5;16;15;19.18;339;318
5;16;16;19.13;358;282
5;16;17;18.95;267;188
5;16;18;18.61;124;95
5;16;19;17.17;3;3
5;17;6;8.96;153;55
5;17;7;11.86;354;83
5;17;8;14.32;552;105
5;17;9;15.92;741;96
5;17;10;17.28;887;95
5;17;11;18.57;982;93
5;17;12;19.88;1013;103
5;17;13;21.1;998;81
5;17;14;22.12;913;84
5;17;15;22.52;767;104
5;17;16;22.57;587;106
5;17;17;22.1;390;89
5;17;18;20.88;179;72
5;17;19;18.79;8;8
5;18;6;9.4;156;55
5;18;7;13.48;356;85
5;18;8;17.46;553;109
5;18;9;19.5;730;125
5;18;10;21.07;878;122
5;18;11;22.46;977;113
5;18;12;23.57;1019;102
5;18;13;24.42;999;91
5;18;14;24.96;909;103
5;18;15;25.25;764;119
5;18;16;25.13;586;117
5;18;17;24.55;392;92
5;18;18;23.43;185;71
5;18;19;22.05;10;10
5;19;6;11.61;155;58
5;19;7;15.23;353;89
5;19;8;18.73;551;110
5;19;9;20.62;727;127
5;19;10;22.23;869;132
5;19;11;23.62;982;92
5;19;12;24.78;971;187
5;19;13;25.68;989;104
5;19;14;26.24;895;124
5;19;15;26.46;757;128
5;19;16;26.34;584;118
5;19;17;25.72;389;96
5;19;18;24.56;188;70
5;19;19;23.02;10;10
5;20;6;13.11;156;59
5;20;7;16.82;355;89
5;20;8;20.8;552;110
5;20;9;22.75;732;120
5;20;10;24.42;888;95
5;20;11;25.83;983;93
5;20;12;27;1019;91
5;20;13;27.67;995;93
5;20;14;28.13;896;124
5;20;15;28.12;770;105
5;20;16;27.33;591;106
5;20;17;26.61;364;134
5;20;18;25.64;187;74
5;20;19;23.93;12;12
5;21;6;13.79;154;63
5;21;7;17.51;349;102
5;21;8;21.33;541;131
5;21;9;23.44;720;141
5;21;10;25.17;874;123
5;21;11;26.63;978;104
5;21;12;27.82;1009;115
5;21;13;28.69;984;114
5;21;14;29.15;872;169
5;21;15;29.03;750;143
5;21;16;28.68;580;130
5;21;17;28.12;388;103
5;21;18;26.96;185;77
5;21;19;24.95;12;12
5;22;6;15.67;150;68
5;22;7;18.86;332;120
5;22;8;22.73;536;132
5;22;9;24.69;709;149
5;22;10;26.31;875;107
5;22;11;27.64;968;106
5;22;12;28.7;1004;105
5;22;13;29.37;974;116
5;22;14;29.79;887;125
5;22;15;29.94;755;122
5;22;16;29.8;577;125
5;22;17;29.35;387;101
5;22;18;28.38;184;78
5;22;19;26.03;13;13
5;23;6;15.4;151;71
5;23;7;18.59;350;102
5;23;8;22.95;535;140
5;23;9;24.98;719;141
5;23;10;26.33;868;133
5;23;11;27.68;965;125
5;23;12;28.74;990;147
5;23;13;29.46;961;156
5;23;14;29.94;876;161
5;23;15;29.96;750;144
5;23;16;29.74;581;130
5;23;17;28.94;393;101
5;23;18;27.81;194;73
5;23;19;26.14;13;13
5;24;6;18.36;154;65
5;24;7;20.17;336;114
5;24;8;21.75;532;133
5;24;9;23.37;684;182
5;24;10;25.05;849;144
5;24;11;26.63;950;128
5;24;12;28.02;980;139
5;24;13;28.92;422;400
5;24;14;29.65;824;224
5;24;15;30.25;734;153
5;24;16;30.02;598;83
5;24;17;29.45;128;127
5;24;18;28.44;190;74
5;24;19;26.5;14;14
5;25;6;19;158;64
5;25;7;21.02;319;136
5;25;8;22.82;435;242
5;25;9;24.6;712;136
5;25;10;26.13;859;126
5;25;11;27.72;951;128
5;25;12;28.95;991;117
5;25;13;29.77;957;138
5;25;14;29.79;873;145
5;25;15;29.81;243;242
5;25;16;29.27;539;182
5;25;17;28.44;345;157
5;25;18;27.65;202;64
5;25;19;26.11;11;11
5;26;6;18.36;45;45
5;26;7;19.14;40;40
5;26;8;20.5;104;104
5;26;9;21.84;738;81
5;26;10;23.2;846;145
5;26;11;24.4;936;148
5;26;12;25.71;955;179
5;26;13;26.47;922;196
5;26;14;27.19;854;171
5;26;15;27.58;736;146
5;26;16;27.71;558;152
5;26;17;27.58;259;196
5;26;18;27.05;146;103
5;26;19;25.2;21;21
5;27;6;17.68;159;67
5;27;7;18.97;344;111
5;27;8;20.52;536;137
5;27;9;22.19;715;143
5;27;10;23.92;862;134
5;27;11;25.59;953;137
5;27;12;27.04;994;127
5;27;13;28.21;965;137
5;27;14;29.04;881;145
5;27;15;29.28;755;130
5;27;16;29.46;584;126
5;27;17;29.17;391;110
5;27;18;28.52;195;79
5;27;19;26.94;22;22
5;28;6;16.82;166;64
5;28;7;17.86;354;109
5;28;8;19.28;548;131
5;28;9;20.99;726;142
5;28;10;22.79;865;151
5;28;11;24.54;962;146
5;28;12;26.05;992;157
5;28;13;27.23;964;167
5;28;14;28.1;879;170
5;28;15;28.6;759;144
5;28;16;28.67;588;136
5;28;17;28.56;400;109
5;28;18;27.97;204;77
5;28;19;26.24;21;21
5;29;6;17.07;169;65
5;29;7;18.77;359;105
5;29;8;20.71;553;131
5;29;9;22.62;731;141
5;29;10;24.51;871;151
5;29;11;26.15;962;155
5;29;12;27.04;1003;146
5;29;13;28.12;970;166
5;29;14;28.83;880;178
5;29;15;29.38;761;151
5;29;16;29.5;590;141
5;29;17;28.91;409;102
5;29;18;27.93;196;88
5;29;19;26.16;22;22
5;30;6;17.11;162;71
5;30;7;20.45;356;106
5;30;8;22.55;546;137
5;30;9;24.52;726;142
5;30;10;26.36;864;151
5;30;11;28.04;909;236
5;30;12;29.05;991;158
5;30;13;30.03;979;136
5;30;14;30.56;889;152
5;30;15;31.03;756;152
5;30;16;30.88;586;141
5;30;17;30.66;261;204
5;30;18;30.15;214;69
5;30;19;28.39;16;16
5;31;6;17.22;144;83
5;31;7;20.33;314;150
5;31;8;22.97;377;271
5;31;9;24.32;462;354
5;31;10;25.5;583;415
5;31;11;26.45;899;236
5;31;12;27.61;964;188
5;31;13;29.07;535;457
5;31;14;28.28;746;339
5;31;15;28.34;541;361
5;31;16;25.2;463;269
5;31;17;24.58;124;124
5;31;18;23.95;53;53
5;31;19;23.33;8;8
6;1;6;16.49;166;71
6;1;7;15.87;356;114
6;1;8;22.6;550;142
6;1;9;24.76;730;149
6;1;10;26.9;864;168
6;1;11;28.81;960;165
6;1;12;30.42;991;178
6;1;13;31.61;974;167
6;1;14;32.19;889;170
6;1;15;32.21;765;152
6;1;16;32.09;594;142
6;1;17;31.72;404;116
6;1;18;30.65;207;83
6;1;19;29.2;24;24
6;2;6;17.55;165;72
6;2;7;21.18;356;112
6;2;8;23.89;543;147
6;2;9;26.05;714;170
6;2;10;28.1;859;169
6;2;11;30.02;949;175
6;2;12;31.63;980;189
6;2;13;32.56;957;186
6;2;14;33.09;880;180
6;2;15;33.18;736;194
6;2;16;33.02;462;278
6;2;17;32.29;308;200
6;2;18;31.65;144;113
6;2;19;30.19;21;21
6;3;6;19.92;168;71
6;3;7;22.4;344;129
6;3;8;24.87;549;142
6;3;9;27.03;661;248
6;3;10;28.7;830;223
6;3;11;29.93;927;222
6;3;12;30.85;984;189
6;3;13;31.45;962;187
6;3;14;31.8;879;188
6;3;15;31.92;753;174
6;3;16;31.76;566;185
6;3;17;31.31;397;129
6;3;18;30.47;207;88
6;3;19;29.04;26;26
6;4;6;17.98;164;72
6;4;7;18.38;353;110
6;4;8;19.67;542;138
6;4;9;21.18;721;144
6;4;10;22.71;844;178
6;4;11;23.97;944;168
6;4;12;25.17;979;169
6;4;13;25.76;952;177
6;4;14;26.1;870;180
6;4;15;25.96;737;182
6;4;16;25.63;564;177
6;4;17;25.19;330;188
6;4;18;23.86;138;112
6;4;19;22.38;23;23
6;5;5;12.91;7;7
6;5;6;12.79;184;56
6;5;7;13.25;366;109
6;5;8;14.41;562;132
6;5;9;15.88;688;222
6;5;10;17.47;819;251
6;5;11;19.33;794;397
6;5;12;20.92;961;243
6;5;13;22.13;913;280
6;5;14;22.77;855;243
6;5;15;23.04;733;219
6;5;16;22.95;594;158
6;5;17;22.5;407;126
6;5;18;21.64;214;87
6;5;19;18.88;25;25
6;6;5;10.9;8;8
6;6;6;11.11;171;71
6;6;7;12.57;364;110
6;6;8;13.98;556;137
6;6;9;15.52;693;212
6;6;10;17.05;843;209
6;6;11;18.62;936;212
6;6;12;20.05;934;275
6;6;13;21.2;951;214
6;6;14;22.02;836;263
6;6;15;22.34;637;323
6;6;16;22.36;596;154
6;6;17;22.05;404;130
6;6;18;21.84;220;81
6;6;19;21.14;30;30
6;7;5;10.27;8;8
6;7;6;10.15;180;65
6;7;7;11.02;352;132
6;7;8;12.7;568;131
6;7;9;14.44;723;182
6;7;10;16.21;865;193
6;7;11;17.96;966;184
6;7;12;19.32;1009;178
6;7;13;20.2;987;176
6;7;14;20.91;904;179
6;7;15;21.29;780;159
6;7;16;21.55;613;142
6;7;17;21.38;422;117
6;7;18;20.82;230;76
6;7;19;19.7;25;25
6;8;5;9.83;8;8
6;8;6;10.75;176;69
6;8;7;14.81;370;104
6;8;8;17.83;561;132
6;8;9;20;736;149
6;8;10;21.8;870;168
6;8;11;23.38;903;269
6;8;12;24.43;839;395
6;8;13;25.36;918;272
6;8;14;26.36;879;205
6;8;15;26.84;700;264
6;8;16;26.67;358;299
6;8;17;26.16;374;169
6;8;18;25.27;230;73
6;8;19;23.75;27;27
6;9;5;13.93;7;7
6;9;6;14.07;144;92
6;9;7;16.56;312;167
6;9;8;18.44;566;131
6;9;9;20.07;746;141
6;9;10;21.59;887;150
6;9;11;22.88;974;165
6;9;12;23.96;1006;178
6;9;13;24.77;990;166
6;9;14;25.3;912;161
6;9;15;25.21;784;152
6;9;16;25.09;613;142
6;9;17;24.6;404;142
6;9;18;23.62;228;81
6;9;19;22.69;26;26
6;10;5;12.07;9;9
6;10;6;12.57;177;66
6;10;7;15.97;369;104
6;10;8;18.03;563;127
6;10;9;19.92;717;176
6;10;10;21.46;858;185
6;10;11;22.83;932;222
6;10;12;24;952;251
6;10;13;25;958;205
6;10;14;25.68;893;179
6;10;15;26.02;755;189
6;10;16;26.07;607;143
6;10;17;25.57;417;122
6;10;18;24.71;229;80
6;10;19;23.35;27;27
6;11;5;13.04;12;12
6;11;6;13.13;159;83
6;11;7;16.5;366;106
6;11;8;17.89;559;133
6;11;9;19.08;572;331
6;11;10;20.55;520;424
6;11;11;21.51;674;460
6;11;12;22.32;815;414
6;11;13;22.63;931;247
6;11;14;22.63;893;180
6;11;15;22.42;781;145
6;11;16;22.31;611;138
6;11;17;22.18;422;115
6;11;18;21.75;233;74
6;11;19;21.35;29;29
6;12;5;9.66;12;12
6;12;6;10.58;183;65
6;12;7;13.96;380;99
6;12;8;16.29;575;125
6;12;9;18.2;753;140
6;12;10;19.78;895;149
6;12;11;21.2;983;164
6;12;12;22.52;1016;177
6;12;13;23.59;1001;166
6;12;14;24.37;918;170
6;12;15;24.87;794;151
6;12;16;25.05;627;137
6;12;17;24.84;429;121
6;12;18;24.32;237;81
6;12;19;23.58;29;29
6;13;5;15.92;12;12
6;13;6;15.76;176;70
6;13;7;15.99;370;106
6;13;8;18.67;558;142
6;13;9;20.56;739;148
6;13;10;22.16;869;176
6;13;11;23.46;967;175
6;13;12;24.55;993;198
6;13;13;25.41;978;186
6;13;14;26.02;708;406
6;13;15;26.29;772;174
6;13;16;26.21;636;107
6;13;17;25.74;298;216
6;13;18;24.9;245;65
6;13;19;23.75;28;28
6;14;5;12.59;13;13
6;14;6;13.04;179;65
6;14;7;15.31;374;100
6;14;8;17.03;569;121
6;14;9;18.46;742;141
6;14;10;19.65;863;185
6;14;11;20.72;976;155
6;14;12;21.64;937;285
6;14;13;22.34;989;167
6;14;14;22.77;912;162
6;14;15;22.91;790;145
6;14;16;22.76;623;132
6;14;17;22.26;432;111
6;14;18;21.48;244;69
6;14;19;20.16;34;34
6;15;5;12.36;11;11
6;15;6;12.63;177;68
6;15;7;13.7;369;106
6;15;8;15.5;556;141
6;15;9;17.29;738;149
6;15;10;18.88;873;168
6;15;11;20.42;965;175
6;15;12;21.76;997;188
6;15;13;22.95;977;186
6;15;14;23.8;897;188
6;15;15;24.43;790;144
6;15;16;24.62;617;143
6;15;17;24.44;428;118
6;15;18;23.79;237;80
6;15;19;22.87;32;32
6;16;5;11.91;12;12
6;16;6;12.67;176;68
6;16;7;16.86;365;109
6;16;8;20.4;551;147
6;16;9;22.52;586;324
6;16;10;24.08;579;427
6;16;11;25.4;635;470
6;16;12;26.46;840;395
6;16;13;27.35;974;186
6;16;14;27.76;894;188
6;16;15;28.23;668;308
6;16;16;28.21;376;305
6;16;17;27.93;208;193
6;16;18;27.21;118;109
6;16;19;25.94;36;36
6;17;5;17.87;12;12
6;17;6;18.21;173;68
6;17;7;19.36;363;107
6;17;8;21.83;554;132
6;17;9;24;731;142
6;17;10;25.65;871;151
6;17;11;27.01;964;156
6;17;12;28.22;991;178
6;17;13;29.18;972;177
6;17;14;29.95;892;180
6;17;15;30.39;777;153
6;17;16;30.45;607;150
6;17;17;30.23;406;145
6;17;18;29.39;218;99
6;17;19;28.25;20;20
6;18;5;16.12;12;12
6;18;6;16.23;177;67
6;18;7;19;367;106
6;18;8;20.81;560;131
6;18;9;22.25;735;149
6;18;10;23.77;875;159
6;18;11;25.22;973;155
6;18;12;26.46;995;187
6;18;13;27.4;982;177
6;18;14;27.88;896;188
6;18;15;28.02;782;160
6;18;16;27.79;584;193
6;18;17;27.02;433;116
6;18;18;25.35;229;93
6;18;19;23.25;32;32
6;19;5;15.73;12;12
6;19;6;15.9;171;67
6;19;7;17.24;356;107
6;19;8;18.55;551;122
6;19;9;20.08;487;353
6;19;10;21.15;586;417
6;19;11;22.43;808;363
6;19;12;23.57;526;463
6;19;13;24.18;892;286
